flight_id,airline,origin,destination,scheduled_departure,actual_departure,delay_minutes,delay_cause,load_factor,turnaround_minutes,cancelled,date
UA0527,UA,CLT,JFK,2025-09-24T21:45:00,2025-09-24T22:19:00,34,weather,0.779,60,False,2025-09-24
UA0467,UA,PHX,MIA,2025-09-25T08:15:00,2025-09-25T08:28:00,13,,0.891,70,False,2025-09-25
UA1017,UA,SFO,LAX,2025-09-25T08:15:00,2025-09-25T08:24:00,9,,1.0,75,False,2025-09-25
SW0514,SW,MCO,LGA,2025-09-25T10:15:00,2025-09-25T10:26:00,11,,0.876,65,False,2025-09-25
DL0418,DL,MCO,CLT,2025-09-25T14:00:00,2025-09-25T14:08:00,8,,0.815,49,False,2025-09-25
AA1101,AA,FLL,DTW,2025-09-25T14:00:00,2025-09-25T14:11:00,11,,0.98,56,False,2025-09-25
JB0535,JB,MIA,BOS,2025-09-25T14:30:00,2025-09-25T14:38:00,8,,0.914,62,False,2025-09-25
SW0779,SW,PHX,SFO,2025-09-25T15:30:00,2025-09-25T15:42:00,12,,0.801,63,False,2025-09-25
UA1167,UA,IAH,PHX,2025-09-25T17:15:00,2025-09-25T17:28:00,13,,0.83,51,False,2025-09-25
JB1195,JB,DEN,DTW,2025-09-25T17:15:00,2025-09-25T17:20:00,5,,0.801,84,False,2025-09-25
DL0348,DL,LAS,MIA,2025-09-25T17:30:00,2025-09-25T19:24:00,114,mechanical,0.888,29,False,2025-09-25
SW1154,SW,MIA,MSP,2025-09-25T17:30:00,2025-09-25T17:56:00,26,mechanical,0.688,38,False,2025-09-25
AA0266,AA,IAH,PHX,2025-09-25T18:30:00,2025-09-25T18:42:00,12,,0.678,47,False,2025-09-25
JB0710,JB,SEA,DEN,2025-09-25T20:30:00,2025-09-25T20:40:00,10,,0.937,85,False,2025-09-25
AA0211,AA,EWR,MCO,2025-09-25T20:45:00,2025-09-25T22:49:00,124,traffic,0.855,98,False,2025-09-25
UA0047,UA,CLT,SFO,2025-09-25T21:45:00,2025-09-25T21:50:00,5,,0.793,65,False,2025-09-25
SW1104,SW,ORD,SFO,2025-09-26T05:15:00,2025-09-26T05:27:00,12,,0.949,74,False,2025-09-26
JB0425,JB,IAH,FLL,2025-09-26T06:30:00,2025-09-26T06:42:00,12,,0.898,42,False,2025-09-26
SW0354,SW,EWR,MIA,2025-09-26T07:45:00,2025-09-26T08:14:00,29,weather,0.92,56,False,2025-09-26
SW0474,SW,LAS,ORD,2025-09-26T08:15:00,2025-09-26T08:23:00,8,,0.841,64,False,2025-09-26
UA0202,UA,ORD,CLT,2025-09-26T09:45:00,2025-09-26T09:59:00,14,,0.726,69,False,2025-09-26
UA0857,UA,SFO,ORD,2025-09-26T09:45:00,2025-09-26T09:53:00,8,,0.838,64,False,2025-09-26
SW0019,SW,FLL,MSP,2025-09-26T10:45:00,2025-09-26T10:45:00,0,,0.76,77,False,2025-09-26
SW0094,SW,SFO,PHX,2025-09-26T11:45:00,2025-09-26T11:55:00,10,,0.912,58,False,2025-09-26
AA0586,AA,IAH,DEN,2025-09-26T12:00:00,2025-09-26T12:44:00,44,weather,0.831,81,False,2025-09-26
SW0729,SW,BOS,LAX,2025-09-26T14:00:00,2025-09-26T14:43:00,43,weather,0.68,48,False,2025-09-26
JB0220,JB,SFO,IAH,2025-09-26T15:15:00,2025-09-26T15:17:00,2,,0.765,86,False,2025-09-26
DL0603,DL,FLL,MSP,2025-09-26T15:30:00,2025-09-26T15:39:00,9,,0.913,48,False,2025-09-26
SW0264,SW,LGA,EWR,2025-09-26T16:15:00,2025-09-26T16:28:00,13,,0.83,74,False,2025-09-26
SW0734,SW,MCO,MIA,2025-09-26T17:15:00,2025-09-26T17:22:00,7,,0.812,46,False,2025-09-26
SW0769,SW,LAX,MSP,2025-09-26T18:15:00,2025-09-26T18:22:00,7,,0.825,28,False,2025-09-26
AA0706,AA,EWR,LGA,2025-09-27T06:00:00,2025-09-27T06:09:00,9,,0.878,42,False,2025-09-27
DL1153,DL,ORD,LAS,2025-09-27T07:00:00,2025-09-27T07:14:00,14,,0.783,76,False,2025-09-27
DL0138,DL,LAX,DFW,2025-09-27T07:15:00,2025-09-27T07:19:00,4,,0.862,74,False,2025-09-27
SW0564,SW,ATL,DFW,2025-09-27T07:30:00,2025-09-27T07:35:00,5,,0.873,44,False,2025-09-27
JB0890,JB,EWR,LAX,2025-09-27T08:45:00,2025-09-27T09:50:00,65,traffic,0.966,37,False,2025-09-27
DL0323,DL,JFK,LAS,2025-09-27T09:15:00,2025-09-27T09:37:00,22,mechanical,0.829,52,False,2025-09-27
AA0831,AA,LAX,MCO,2025-09-27T09:30:00,2025-09-27T09:36:00,6,,0.955,42,False,2025-09-27
JB0495,JB,PHX,MSP,2025-09-27T09:45:00,2025-09-27T10:17:00,32,mechanical,0.853,84,False,2025-09-27
AA1036,AA,DTW,DFW,2025-09-27T11:00:00,2025-09-27T11:07:00,7,,0.948,63,False,2025-09-27
AA0186,AA,MCO,LAS,2025-09-27T14:00:00,2025-09-27T15:30:00,90,weather,0.816,55,False,2025-09-27
JB0940,JB,IAH,MCO,2025-09-27T14:45:00,2025-09-27T14:56:00,11,,0.951,81,False,2025-09-27
JB0785,JB,LAS,PHX,2025-09-27T15:15:00,2025-09-27T15:29:00,14,,0.921,67,False,2025-09-27
JB1005,JB,DFW,EWR,2025-09-27T18:45:00,2025-09-27T19:13:00,28,weather,0.731,62,False,2025-09-27
SW1199,SW,EWR,DEN,2025-09-27T20:15:00,2025-09-27T20:18:00,3,,0.893,85,False,2025-09-27
UA0782,UA,MCO,MSP,2025-09-27T21:00:00,2025-09-27T21:06:00,6,,0.752,79,False,2025-09-27
DL0568,DL,SFO,JFK,2025-09-27T21:45:00,2025-09-27T21:51:00,6,,0.753,47,False,2025-09-27
JB0270,JB,EWR,CLT,2025-09-27T22:00:00,2025-09-27T22:00:00,0,,0.872,91,False,2025-09-27
JB0690,JB,DFW,LGA,2025-09-28T05:00:00,2025-09-28T05:14:00,14,,0.847,50,False,2025-09-28
SW0324,SW,ORD,FLL,2025-09-28T06:45:00,2025-09-28T06:57:00,12,,0.961,75,False,2025-09-28
AA0021,AA,IAH,ORD,2025-09-28T07:15:00,2025-09-28T07:16:00,1,,0.744,57,False,2025-09-28
AA1191,AA,LAS,MSP,2025-09-28T09:00:00,,0,,0.0,0,True,2025-09-28
SW0649,SW,MSP,LGA,2025-09-28T09:15:00,2025-09-28T09:17:00,2,,0.866,71,False,2025-09-28
SW1059,SW,LAX,MIA,2025-09-28T11:00:00,2025-09-28T12:19:00,79,security,0.876,65,False,2025-09-28
AA0681,AA,FLL,LAS,2025-09-28T11:15:00,2025-09-28T11:29:00,14,,0.805,54,False,2025-09-28
SW0369,SW,CLT,DFW,2025-09-28T12:00:00,2025-09-28T12:11:00,11,,0.793,55,False,2025-09-28
JB1170,JB,IAH,DFW,2025-09-28T12:15:00,2025-09-28T12:18:00,3,,0.884,53,False,2025-09-28
AA0366,AA,ORD,SEA,2025-09-28T14:15:00,2025-09-28T14:20:00,5,,0.844,69,False,2025-09-28
JB0010,JB,BOS,MIA,2025-09-28T15:15:00,2025-09-28T15:23:00,8,,0.723,55,False,2025-09-28
SW0719,SW,EWR,DTW,2025-09-28T21:00:00,2025-09-28T21:00:00,0,,0.794,62,False,2025-09-28
DL0053,DL,LGA,LAX,2025-09-28T21:30:00,2025-09-28T22:18:00,48,crew,0.759,66,False,2025-09-28
AA0536,AA,DTW,CLT,2025-09-28T21:45:00,2025-09-28T21:45:00,0,,0.888,65,False,2025-09-28
AA0036,AA,BOS,MSP,2025-09-29T06:15:00,2025-09-29T06:34:00,19,weather,0.856,50,False,2025-09-29
UA0102,UA,LGA,DTW,2025-09-29T07:00:00,2025-09-29T07:55:00,55,mechanical,0.753,97,False,2025-09-29
AA0241,AA,DTW,FLL,2025-09-29T08:30:00,2025-09-29T08:30:00,0,,0.866,54,False,2025-09-29
JB0510,JB,MCO,CLT,2025-09-29T09:15:00,2025-09-29T09:27:00,12,,0.86,26,False,2025-09-29
SW0884,SW,MSP,BOS,2025-09-29T10:00:00,2025-09-29T10:36:00,36,security,0.873,82,False,2025-09-29
AA0221,AA,CLT,FLL,2025-09-29T13:00:00,2025-09-29T14:18:00,78,weather,0.816,63,False,2025-09-29
AA1041,AA,PHX,CLT,2025-09-29T17:45:00,2025-09-29T17:46:00,1,,0.93,56,False,2025-09-29
UA0322,UA,CLT,LAX,2025-09-29T19:00:00,2025-09-29T19:06:00,6,,0.788,73,False,2025-09-29
DL1063,DL,IAH,SEA,2025-09-29T20:00:00,2025-09-29T20:04:00,4,,0.857,83,False,2025-09-29
DL0748,DL,LAX,ORD,2025-09-29T20:15:00,2025-09-29T20:15:00,0,,0.857,67,False,2025-09-29
UA0342,UA,LAS,DFW,2025-09-29T21:30:00,2025-09-29T21:41:00,11,,0.881,61,False,2025-09-29
DL0118,DL,FLL,MCO,2025-09-29T22:00:00,2025-09-29T22:11:00,11,,0.826,52,False,2025-09-29
UA0612,UA,IAH,DFW,2025-09-30T05:00:00,2025-09-30T05:06:00,6,,0.898,74,False,2025-09-30
JB0255,JB,BOS,IAH,2025-09-30T05:15:00,2025-09-30T05:19:00,4,,0.865,43,False,2025-09-30
DL0133,DL,DFW,ORD,2025-09-30T05:45:00,2025-09-30T05:59:00,14,,0.929,41,False,2025-09-30
DL0283,DL,MCO,SFO,2025-09-30T07:30:00,,0,,0.0,0,True,2025-09-30
UA0057,UA,LAS,MIA,2025-09-30T08:45:00,2025-09-30T08:59:00,14,,0.801,54,False,2025-09-30
JB0635,JB,BOS,DTW,2025-09-30T10:00:00,2025-09-30T10:04:00,4,,0.726,52,False,2025-09-30
DL0963,DL,DTW,LGA,2025-09-30T12:30:00,2025-09-30T12:43:00,13,,0.885,69,False,2025-09-30
UA0182,UA,MCO,CLT,2025-09-30T12:45:00,2025-09-30T12:47:00,2,,0.756,50,False,2025-09-30
UA0787,UA,LGA,FLL,2025-09-30T12:45:00,2025-09-30T13:22:00,37,weather,0.954,68,False,2025-09-30
JB1080,JB,ORD,BOS,2025-09-30T13:15:00,2025-09-30T13:25:00,10,,0.806,54,False,2025-09-30
DL0578,DL,EWR,SFO,2025-09-30T13:30:00,2025-09-30T13:51:00,21,weather,0.92,46,False,2025-09-30
SW0814,SW,DFW,IAH,2025-09-30T14:00:00,2025-09-30T14:07:00,7,,0.898,75,False,2025-09-30
DL0473,DL,LGA,SFO,2025-09-30T14:15:00,2025-09-30T14:41:00,26,security,0.89,84,False,2025-09-30
SW1129,SW,LGA,SEA,2025-09-30T14:45:00,2025-09-30T14:53:00,8,,0.869,74,False,2025-09-30
UA0622,UA,MIA,ATL,2025-09-30T15:00:00,2025-09-30T15:07:00,7,,0.859,53,False,2025-09-30
AA0551,AA,SFO,LAS,2025-09-30T19:45:00,2025-09-30T19:53:00,8,,0.853,48,False,2025-09-30
DL0063,DL,MCO,SFO,2025-09-30T20:00:00,2025-09-30T20:09:00,9,,0.769,62,False,2025-09-30
SW0309,SW,LGA,ORD,2025-09-30T21:30:00,2025-09-30T21:33:00,3,,0.884,70,False,2025-09-30
DL0783,DL,ORD,MCO,2025-10-01T05:30:00,2025-10-01T05:31:00,1,,0.942,39,False,2025-10-01
SW0084,SW,FLL,CLT,2025-10-01T05:45:00,2025-10-01T05:46:00,1,,0.81,54,False,2025-10-01
UA0722,UA,DTW,SEA,2025-10-01T06:30:00,2025-10-01T06:37:00,7,,0.888,37,False,2025-10-01
UA0167,UA,ORD,ATL,2025-10-01T11:00:00,2025-10-01T11:01:00,1,,0.816,67,False,2025-10-01
SW0299,SW,JFK,CLT,2025-10-01T11:15:00,2025-10-01T11:27:00,12,,0.886,36,False,2025-10-01
UA0807,UA,DTW,PHX,2025-10-01T11:30:00,2025-10-01T11:37:00,7,,0.882,49,False,2025-10-01
DL0493,DL,BOS,JFK,2025-10-01T13:45:00,2025-10-01T13:50:00,5,,0.842,61,False,2025-10-01
JB0970,JB,SEA,DFW,2025-10-01T15:30:00,2025-10-01T15:30:00,0,,0.862,61,False,2025-10-01
UA0232,UA,ATL,PHX,2025-10-01T19:30:00,2025-10-01T19:42:00,12,,0.87,57,False,2025-10-01
SW0149,SW,LAS,FLL,2025-10-01T19:45:00,2025-10-01T19:51:00,6,,0.768,52,False,2025-10-01
DL1068,DL,EWR,ORD,2025-10-01T20:00:00,2025-10-01T20:36:00,36,weather,0.886,51,False,2025-10-01
AA0006,AA,EWR,IAH,2025-10-01T21:00:00,2025-10-01T21:11:00,11,,0.804,65,False,2025-10-01
AA0826,AA,IAH,MCO,2025-10-01T21:30:00,2025-10-01T21:40:00,10,,0.809,48,False,2025-10-01
AA0676,AA,IAH,DEN,2025-10-01T22:00:00,2025-10-01T22:12:00,12,,0.962,64,False,2025-10-01
SW1134,SW,DFW,PHX,2025-10-01T22:30:00,2025-10-01T22:37:00,7,,0.837,105,False,2025-10-01
JB0810,JB,LGA,JFK,2025-10-01T22:45:00,2025-10-01T22:53:00,8,,0.91,54,False,2025-10-01
JB0095,JB,CLT,ORD,2025-10-02T05:30:00,2025-10-02T05:44:00,14,,0.928,44,False,2025-10-02
DL0248,DL,DFW,SEA,2025-10-02T05:30:00,2025-10-02T05:31:00,1,,0.819,67,False,2025-10-02
UA0872,UA,SFO,SEA,2025-10-02T06:30:00,2025-10-02T06:41:00,11,,0.783,59,False,2025-10-02
AA0856,AA,SFO,FLL,2025-10-02T21:00:00,2025-10-02T21:13:00,13,,0.905,26,False,2025-10-02
DL1188,DL,DFW,BOS,2025-10-03T05:15:00,2025-10-03T05:26:00,11,,0.778,78,False,2025-10-03
AA0816,AA,SFO,BOS,2025-10-03T05:45:00,2025-10-03T05:50:00,5,,0.928,56,False,2025-10-03
JB0290,JB,EWR,LGA,2025-10-03T06:30:00,2025-10-03T06:53:00,23,weather,0.959,60,False,2025-10-03
UA0247,UA,BOS,LAS,2025-10-03T07:15:00,2025-10-03T07:22:00,7,,0.853,58,False,2025-10-03
SW1184,SW,CLT,SFO,2025-10-03T09:30:00,2025-10-03T09:44:00,14,,0.902,55,False,2025-10-03
AA0561,AA,ORD,LGA,2025-10-03T12:30:00,2025-10-03T12:33:00,3,,0.966,51,False,2025-10-03
DL0378,DL,IAH,MCO,2025-10-03T12:45:00,2025-10-03T12:51:00,6,,0.893,52,False,2025-10-03
JB0750,JB,BOS,CLT,2025-10-03T14:45:00,2025-10-03T14:59:00,14,,0.719,74,False,2025-10-03
UA0127,UA,SEA,LGA,2025-10-03T15:15:00,2025-10-03T15:20:00,5,,0.895,69,False,2025-10-03
SW0124,SW,MCO,MSP,2025-10-03T15:30:00,2025-10-03T15:43:00,13,,0.707,46,False,2025-10-03
UA0582,UA,MIA,LAX,2025-10-03T18:00:00,2025-10-03T18:17:00,17,traffic,0.921,51,False,2025-10-03
UA0347,UA,LAX,LGA,2025-10-03T18:15:00,2025-10-03T18:23:00,8,,0.769,51,False,2025-10-03
AA0016,AA,MSP,LGA,2025-10-03T18:30:00,2025-10-03T18:39:00,9,,0.924,65,False,2025-10-03
UA0387,UA,CLT,JFK,2025-10-03T18:45:00,2025-10-03T18:46:00,1,,0.868,71,False,2025-10-03
SW0914,SW,ORD,LGA,2025-10-03T19:15:00,2025-10-03T19:35:00,20,security,0.962,40,False,2025-10-03
SW1039,SW,SFO,PHX,2025-10-03T19:45:00,2025-10-03T20:03:00,18,traffic,0.862,60,False,2025-10-03
JB0620,JB,MIA,DTW,2025-10-04T07:30:00,2025-10-04T08:22:00,52,traffic,0.953,41,False,2025-10-04
DL0838,DL,FLL,DEN,2025-10-04T11:15:00,,0,,0.0,0,True,2025-10-04
SW0249,SW,MSP,ORD,2025-10-04T11:30:00,2025-10-04T12:19:00,49,security,0.713,61,False,2025-10-04
SW0569,SW,CLT,JFK,2025-10-04T11:30:00,2025-10-04T11:44:00,14,,0.798,76,False,2025-10-04
JB1105,JB,PHX,LAS,2025-10-04T12:00:00,,0,,0.0,0,True,2025-10-04
UA0152,UA,DFW,SFO,2025-10-04T12:15:00,2025-10-04T12:15:00,0,,0.82,46,False,2025-10-04
SW0434,SW,BOS,MSP,2025-10-04T12:15:00,2025-10-04T12:28:00,13,,0.852,55,False,2025-10-04
UA0327,UA,SEA,MSP,2025-10-04T12:30:00,2025-10-04T12:40:00,10,,0.837,91,False,2025-10-04
AA0846,AA,MIA,ATL,2025-10-04T15:00:00,2025-10-04T15:04:00,4,,0.856,81,False,2025-10-04
SW0384,SW,DTW,ORD,2025-10-04T15:30:00,2025-10-04T16:31:00,61,weather,0.77,58,False,2025-10-04
DL0628,DL,SFO,MCO,2025-10-04T18:30:00,2025-10-04T18:45:00,15,mechanical,0.915,88,False,2025-10-04
UA0942,UA,CLT,IAH,2025-10-04T19:15:00,2025-10-04T19:39:00,24,traffic,0.882,72,False,2025-10-04
SW0439,SW,BOS,PHX,2025-10-04T22:00:00,2025-10-04T22:10:00,10,,0.692,51,False,2025-10-04
AA0066,AA,JFK,SFO,2025-10-05T05:15:00,2025-10-05T05:20:00,5,,0.778,46,False,2025-10-05
SW0459,SW,BOS,ATL,2025-10-05T05:45:00,2025-10-05T07:11:00,86,traffic,1.0,25,False,2025-10-05
DL0153,DL,LGA,SEA,2025-10-05T06:15:00,2025-10-05T07:18:00,63,security,0.82,70,False,2025-10-05
SW0064,SW,MIA,ATL,2025-10-05T06:30:00,2025-10-05T06:40:00,10,,0.832,52,False,2025-10-05
UA0392,UA,BOS,PHX,2025-10-05T06:30:00,2025-10-05T06:43:00,13,,0.955,80,False,2025-10-05
AA0001,AA,LAS,LAX,2025-10-05T07:00:00,2025-10-05T07:02:00,2,,0.917,37,False,2025-10-05
AA0971,AA,LGA,MCO,2025-10-05T07:00:00,2025-10-05T07:30:00,30,weather,0.806,49,False,2025-10-05
JB0370,JB,EWR,BOS,2025-10-05T09:45:00,2025-10-05T09:52:00,7,,0.817,52,False,2025-10-05
SW0239,SW,MCO,LAX,2025-10-05T10:30:00,2025-10-05T10:34:00,4,,0.777,44,False,2025-10-05
DL0268,DL,EWR,MIA,2025-10-05T10:30:00,2025-10-05T10:35:00,5,,0.851,59,False,2025-10-05
JB0485,JB,SFO,ORD,2025-10-05T11:00:00,2025-10-05T11:01:00,1,,0.879,38,False,2025-10-05
DL0278,DL,MIA,LGA,2025-10-05T11:30:00,2025-10-05T11:40:00,10,,0.855,28,False,2025-10-05
DL0088,DL,LAX,PHX,2025-10-05T12:00:00,2025-10-05T12:10:00,10,,0.877,52,False,2025-10-05
DL1003,DL,LAS,MCO,2025-10-05T13:15:00,2025-10-05T13:16:00,1,,0.838,73,False,2025-10-05
AA0446,AA,PHX,SFO,2025-10-05T14:30:00,2025-10-05T14:37:00,7,,0.881,62,False,2025-10-05
JB0145,JB,DEN,MIA,2025-10-05T15:30:00,2025-10-05T15:41:00,11,,0.863,59,False,2025-10-05
DL1038,DL,MCO,IAH,2025-10-05T19:15:00,2025-10-05T19:15:00,0,,0.824,64,False,2025-10-05
AA0426,AA,SFO,ORD,2025-10-05T19:30:00,2025-10-05T19:32:00,2,,0.93,34,False,2025-10-05
DL0198,DL,LAS,MCO,2025-10-05T19:45:00,2025-10-05T19:54:00,9,,0.765,49,False,2025-10-05
UA0537,UA,FLL,MSP,2025-10-05T20:45:00,2025-10-05T20:59:00,14,,0.681,36,False,2025-10-05
UA0427,UA,JFK,MCO,2025-10-05T21:30:00,2025-10-05T21:45:00,15,mechanical,0.803,70,False,2025-10-05
DL0068,DL,DFW,ORD,2025-10-05T21:45:00,2025-10-05T21:46:00,1,,0.844,76,False,2025-10-05
SW0379,SW,FLL,DTW,2025-10-05T22:30:00,2025-10-05T22:33:00,3,,0.768,66,False,2025-10-05
SW0344,SW,JFK,LAS,2025-10-06T07:15:00,2025-10-06T07:28:00,13,,0.838,45,False,2025-10-06
JB1155,JB,SFO,MCO,2025-10-06T09:00:00,2025-10-06T09:10:00,10,,0.74,61,False,2025-10-06
DL0408,DL,BOS,LAS,2025-10-06T09:45:00,2025-10-06T09:56:00,11,,0.817,49,False,2025-10-06
AA0171,AA,DEN,LAX,2025-10-06T10:45:00,2025-10-06T10:55:00,10,,0.82,67,False,2025-10-06
SW0919,SW,LGA,MCO,2025-10-06T15:30:00,2025-10-06T15:38:00,8,,0.73,44,False,2025-10-06
AA1056,AA,DFW,PHX,2025-10-06T15:30:00,2025-10-06T15:30:00,0,,0.807,42,False,2025-10-06
AA0466,AA,ATL,BOS,2025-10-06T17:15:00,2025-10-06T17:18:00,3,,0.872,53,False,2025-10-06
JB0500,JB,SEA,LGA,2025-10-06T20:00:00,2025-10-06T20:05:00,5,,0.953,54,False,2025-10-06
AA0596,AA,CLT,MSP,2025-10-06T21:30:00,2025-10-06T21:33:00,3,,0.729,33,False,2025-10-06
DL0563,DL,EWR,LAS,2025-10-07T05:15:00,2025-10-07T05:18:00,3,,0.843,71,False,2025-10-07
AA1176,AA,ATL,LAX,2025-10-07T06:30:00,2025-10-07T07:14:00,44,mechanical,0.979,54,False,2025-10-07
DL0243,DL,SEA,DTW,2025-10-07T09:30:00,2025-10-07T09:44:00,14,,0.774,42,False,2025-10-07
DL0998,DL,PHX,EWR,2025-10-07T09:45:00,2025-10-07T09:57:00,12,,0.698,109,False,2025-10-07
UA0292,UA,SEA,ORD,2025-10-07T14:15:00,2025-10-07T14:27:00,12,,0.833,52,False,2025-10-07
DL0188,DL,PHX,DTW,2025-10-07T16:00:00,2025-10-07T16:00:00,0,,0.961,63,False,2025-10-07
UA1042,UA,IAH,BOS,2025-10-07T16:15:00,2025-10-07T16:25:00,10,,0.757,64,False,2025-10-07
AA0526,AA,LGA,DEN,2025-10-07T18:15:00,2025-10-07T18:16:00,1,,0.813,59,False,2025-10-07
JB0405,JB,DFW,DTW,2025-10-07T19:45:00,2025-10-07T19:45:00,0,,0.759,65,False,2025-10-07
UA0267,UA,LAX,BOS,2025-10-07T21:30:00,2025-10-07T21:41:00,11,,0.824,63,False,2025-10-07
SW0214,SW,LAX,DFW,2025-10-07T22:45:00,2025-10-07T22:56:00,11,,0.797,55,False,2025-10-07
SW0529,SW,LAX,DTW,2025-10-07T22:45:00,2025-10-07T22:55:00,10,,0.83,58,False,2025-10-07
DL0663,DL,PHX,IAH,2025-10-08T05:30:00,2025-10-08T05:52:00,22,weather,0.866,34,False,2025-10-08
JB1100,JB,DFW,JFK,2025-10-08T05:30:00,2025-10-08T05:42:00,12,,0.933,48,False,2025-10-08
AA0481,AA,ATL,EWR,2025-10-08T06:30:00,2025-10-08T06:52:00,22,weather,0.883,86,False,2025-10-08
SW0224,SW,ATL,LAS,2025-10-08T06:45:00,2025-10-08T06:52:00,7,,0.684,45,False,2025-10-08
DL0128,DL,SEA,DTW,2025-10-08T07:00:00,2025-10-08T07:04:00,4,,0.737,55,False,2025-10-08
DL0653,DL,SFO,LGA,2025-10-08T11:30:00,2025-10-08T11:35:00,5,,0.811,52,False,2025-10-08
JB1150,JB,SFO,ATL,2025-10-08T13:30:00,2025-10-08T13:30:00,0,,0.742,52,False,2025-10-08
DL0413,DL,DTW,BOS,2025-10-08T13:45:00,2025-10-08T13:49:00,4,,0.771,77,False,2025-10-08
JB0480,JB,LAS,SEA,2025-10-08T14:00:00,2025-10-08T14:14:00,14,,0.972,39,False,2025-10-08
JB0050,JB,FLL,IAH,2025-10-08T15:30:00,,0,,0.0,0,True,2025-10-08
AA1196,AA,SEA,LAX,2025-10-08T17:30:00,2025-10-08T17:36:00,6,,0.754,40,False,2025-10-08
DL0818,DL,LAS,MSP,2025-10-08T17:45:00,2025-10-08T17:59:00,14,,0.827,48,False,2025-10-08
UA0032,UA,ATL,DFW,2025-10-08T19:15:00,2025-10-08T19:17:00,2,,0.837,66,False,2025-10-08
AA0911,AA,SFO,SEA,2025-10-08T19:15:00,2025-10-08T19:25:00,10,,0.795,87,False,2025-10-08
AA0881,AA,FLL,ATL,2025-10-08T20:00:00,2025-10-08T20:06:00,6,,0.857,62,False,2025-10-08
JB0790,JB,SFO,LGA,2025-10-08T20:15:00,2025-10-08T20:20:00,5,,0.845,55,False,2025-10-08
AA0661,AA,JFK,DFW,2025-10-08T20:30:00,2025-10-08T20:59:00,29,traffic,0.727,62,False,2025-10-08
JB0520,JB,SEA,ATL,2025-10-09T06:15:00,2025-10-09T06:15:00,0,,0.74,49,False,2025-10-09
JB1075,JB,DFW,PHX,2025-10-09T09:15:00,2025-10-09T09:41:00,26,traffic,0.858,47,False,2025-10-09
SW0829,SW,JFK,FLL,2025-10-09T10:30:00,2025-10-09T10:39:00,9,,0.847,32,False,2025-10-09
AA0571,AA,EWR,SEA,2025-10-09T10:45:00,2025-10-09T10:58:00,13,,0.804,68,False,2025-10-09
JB0195,JB,LAS,JFK,2025-10-09T12:15:00,2025-10-09T12:44:00,29,traffic,0.917,65,False,2025-10-09
DL0033,DL,LGA,BOS,2025-10-09T13:15:00,2025-10-09T13:22:00,7,,0.96,69,False,2025-10-09
JB0045,JB,LAS,BOS,2025-10-09T13:30:00,2025-10-09T13:44:00,14,,0.806,89,False,2025-10-09
UA0567,UA,FLL,CLT,2025-10-09T14:15:00,2025-10-09T14:25:00,10,,0.915,30,False,2025-10-09
DL1043,DL,JFK,EWR,2025-10-09T15:45:00,2025-10-09T15:46:00,1,,0.79,44,False,2025-10-09
DL1113,DL,EWR,MSP,2025-10-09T15:45:00,2025-10-09T15:57:00,12,,0.799,62,False,2025-10-09
SW1009,SW,ORD,LAX,2025-10-09T16:30:00,2025-10-09T16:39:00,9,,0.806,50,False,2025-10-09
DL0168,DL,ORD,JFK,2025-10-09T18:00:00,2025-10-09T18:06:00,6,,0.864,71,False,2025-10-09
AA0516,AA,ATL,LAS,2025-10-09T18:15:00,2025-10-09T18:18:00,3,,0.83,58,False,2025-10-09
DL0843,DL,IAH,ORD,2025-10-09T19:00:00,2025-10-09T19:02:00,2,,0.815,66,False,2025-10-09
AA1081,AA,LAX,MSP,2025-10-09T19:30:00,2025-10-09T19:44:00,14,,0.898,49,False,2025-10-09
JB0420,JB,ATL,DEN,2025-10-09T20:00:00,2025-10-09T20:09:00,9,,0.718,55,False,2025-10-09
JB0400,JB,LAS,MCO,2025-10-09T20:15:00,2025-10-09T21:30:00,75,security,0.875,47,False,2025-10-09
UA1082,UA,BOS,SEA,2025-10-09T20:45:00,2025-10-09T20:47:00,2,,0.918,68,False,2025-10-09
SW0904,SW,DTW,SEA,2025-10-09T21:15:00,2025-10-09T21:26:00,11,,0.959,62,False,2025-10-09
UA0802,UA,DTW,MCO,2025-10-10T06:15:00,2025-10-10T06:26:00,11,,0.866,46,False,2025-10-10
AA1006,AA,ORD,IAH,2025-10-10T07:00:00,2025-10-10T07:00:00,0,,0.842,53,False,2025-10-10
UA1057,UA,IAH,ATL,2025-10-10T08:45:00,2025-10-10T08:47:00,2,,0.776,72,False,2025-10-10
JB0360,JB,LAX,PHX,2025-10-10T09:15:00,2025-10-10T09:26:00,11,,0.912,41,False,2025-10-10
AA0896,AA,JFK,FLL,2025-10-10T09:30:00,2025-10-10T09:43:00,13,,0.779,40,False,2025-10-10
UA0672,UA,CLT,IAH,2025-10-10T09:45:00,2025-10-10T09:57:00,12,,0.869,77,False,2025-10-10
SW0574,SW,DFW,EWR,2025-10-10T10:45:00,2025-10-10T10:55:00,10,,0.821,65,False,2025-10-10
AA0796,AA,FLL,SFO,2025-10-10T10:45:00,2025-10-10T11:05:00,20,security,0.899,56,False,2025-10-10
JB0440,JB,JFK,MSP,2025-10-10T14:00:00,,0,,0.0,0,True,2025-10-10
AA0136,AA,DFW,DEN,2025-10-10T17:00:00,2025-10-10T17:05:00,5,,0.771,48,False,2025-10-10
